规范番号,原始番号,系列,候选来源,标题,发行日期,文章日期,表格位置,AsiaMonstr详情页地址,官方证据地址,历史记录位置,访问结果,核查时间,分类,判断理由,建议处理
TDLN-49,TDLN-49,TDLN,asiamonstr,TDLN-49 Super Heroine Insult Special 09,,"December 3, 2013",,https://www.asiamonstr.com/giga/tdln-49-super-heroine-insult-special-09-yuuki-hibino-akane-mochida.html,https://www.giga-web.jp/db_titles/tdln/tdln49/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:42+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TDLN-5,TDLN-05; TDLN-5,TDLN,asiamonstr; official,TDLN-05 Super-heroine near miss SP1,2004-08-15,"September 13, 2018",,https://www.asiamonstr.com/giga/tdln-05-super-heroine-near-miss-sp1-shouko-mikami.html,https://www.giga-web.jp/product/index.php?product_id=2056,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-51,TDLN-51,TDLN,asiamonstr; official,TDLN-51 Super Heroine Insult Special 11,2007-05-17,"December 12, 2013",,https://www.asiamonstr.com/giga/tdln-51-super-heroine-insult-special-11-momoko-adachi-riku-shiina.html,https://www.giga-web.jp/product/index.php?product_id=1222,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-52,TDLN-52,TDLN,asiamonstr; official,TDLN-52 Heroine Suppression the Dead in Hell 11,2007-10-07,"September 22, 2018",,https://www.asiamonstr.com/giga/tdln-52-heroine-suppression-the-dead-in-hell-11-nagisa-okamoto.html,https://www.giga-web.jp/product/index.php?product_id=1357,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-53,TDLN-53,TDLN,official,スーパーヒロイン電マ Vol.09,2005-01-17,,,,https://www.giga-web.jp/product/index.php?product_id=2100,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-54,TDLN-54,TDLN,asiamonstr; official,TDLN-54 Super Heroine Insult Special 12,2007-06-06,"December 14, 2013",,https://www.asiamonstr.com/giga/tdln-54-super-heroine-insult-special-12-yuna-shiomi-aimi-shirase.html,https://www.giga-web.jp/product/index.php?product_id=1223,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-55,TDLN-55,TDLN,asiamonstr; official,TDLN-55 Mashumaruga,2005-01-18,"September 8, 2013",,https://www.asiamonstr.com/giga/tdln-55-mashumaruga-kaho-miyazaki.html,https://www.giga-web.jp/product/index.php?product_id=2101,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-56,TDLN-56,TDLN,asiamonstr; official,TDLN-56 Super Heroine Insult Special 13,2007-06-17,"October 6, 2017",,https://www.asiamonstr.com/giga/tdln-56-super-heroine-insult-special-13-adusa-hayakawa-nagisa-okamoto.html,https://www.giga-web.jp/product/index.php?product_id=1224,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-57,TDLN-57,TDLN,asiamonstr; official,TDLN-57 Super Heroine Surrender Special 14,2007-07-07,"August 31, 2022",,https://www.asiamonstr.com/giga/tdln-57-super-heroine-surrender-special-14.html,https://www.giga-web.jp/product/index.php?product_id=1225,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-58,TDLN-58,TDLN,asiamonstr; official,TDLN-58 Super Heroine Insult Special 15,2007-07-17,"December 25, 2013",,https://www.asiamonstr.com/giga/tdln-58-super-heroine-insult-special-15-manaka-mitsui.html,https://www.giga-web.jp/product/index.php?product_id=1227,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-59,TDLN-59,TDLN,asiamonstr; official,TDLN-59 Super Heroine Insult Special 16,2007-08-07,"January 2, 2014",,https://www.asiamonstr.com/giga/tdln-59-super-heroine-insult-special-16-asuka-tanihara-kaho-miyazaki.html,https://www.giga-web.jp/product/index.php?product_id=1229,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-6,TDLN-06; TDLN-6,TDLN,asiamonstr; official,TDLN-06 Heroine subjugation hungry demon hell 3,2004-09-15,"September 14, 2018",,https://www.asiamonstr.com/giga/tdln-06-heroine-subjugation-hungry-demon-hell-3-miki-eguchi.html,https://www.giga-web.jp/product/index.php?product_id=2057,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-60,TDLN-60,TDLN,asiamonstr; official,TDLN-60 Super Heroine Insult Special 17,2007-08-17,"February 3, 2014",,https://www.asiamonstr.com/giga/tdln-60-super-heroine-insult-special-17-rina-himekawa.html,https://www.giga-web.jp/product/index.php?product_id=1231,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-61,TDLN-61,TDLN,official,スーパーヒロイン電マ Vol.10,2005-01-20,,,,https://www.giga-web.jp/product/index.php?product_id=2102,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-62,TDLN-62,TDLN,asiamonstr,TDLN-62 Super Heroine Insult Special 18,,"May 20, 2014",,https://www.asiamonstr.com/giga/tdln-62-super-heroine-insult-special-18-kasumi-matsumura-akane-mochida.html,https://www.giga-web.jp/db_titles/tdln/tdln62/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:42+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TDLN-63,TDLN-63,TDLN,asiamonstr; official,TDLN-63 Super Heroine Insult Special 19,2007-09-17,"May 21, 2014",,https://www.asiamonstr.com/giga/tdln-63-super-heroine-insult-special-19-reiko-kitahara-momoka-minami.html,https://www.giga-web.jp/product/index.php?product_id=1235,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-64,TDLN-64,TDLN,asiamonstr; official,TDLN-64 Super Heroine Insult Special 20,2007-10-07,"May 22, 2014",,https://www.asiamonstr.com/giga/tdln-64-super-heroine-insult-special-20-mahiru-sakuraza-mari-hida.html,https://www.giga-web.jp/product/index.php?product_id=1237,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-65,TDLN-65,TDLN,asiamonstr; official,TDLN-65 Heroine Suppression the Dead in Hell 12,2007-10-13,"September 23, 2018",,https://www.asiamonstr.com/giga/tdln-65-heroine-suppression-the-dead-in-hell-12-kasumi-matsumura.html,https://www.giga-web.jp/product/index.php?product_id=1356,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-66,TDLN-66,TDLN,asiamonstr; official,TDLN-66 Super Heroine Insult Special 21,2007-11-05,"May 23, 2014",,https://www.asiamonstr.com/giga/tdln-66-super-heroine-insult-special-21-maimi-shinkawa-mari-hida.html,https://www.giga-web.jp/product/index.php?product_id=1239,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-67,TDLN-67,TDLN,asiamonstr; official,TDLN-67 Cutie Girl,2007-11-08,"November 5, 2013",,https://www.asiamonstr.com/giga/tdln-67-cutie-girl-hikaru-hayami.html,https://www.giga-web.jp/product/index.php?product_id=1469,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-72,TDLN-72,TDLN,asiamonstr; gap,TDLN-72 Heroine Suppression the Dead in Hell 13,,"September 24, 2018",,https://www.asiamonstr.com/giga/tdln-72-heroine-suppression-the-dead-in-hell-13-akane-mochida.html,https://www.giga-web.jp/db_titles/tdln/tdln72/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:43+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TDLN-76,TDLN-76,TDLN,asiamonstr; gap,TDLN-76 Sailor Flare,,"February 3, 2014",,https://www.asiamonstr.com/giga/tdln-76-sailor-flare-marin-marin-izumi.html,https://www.giga-web.jp/db_titles/tdln/tdln76/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:43+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TDLN-8,TDLN-08; TDLN-8,TDLN,asiamonstr; official,TDLN-08 Super-heroine near miss of evil,2004-10-15,"April 24, 2013",,https://www.asiamonstr.com/giga/tdln-08-super-heroine-near-miss-of-evil-miharu.html,https://www.giga-web.jp/product/index.php?product_id=2058,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-80,TDLN-80,TDLN,asiamonstr; gap,TDLN-80 Chargeman Charge Phoenix,,"November 5, 2013",,https://www.asiamonstr.com/giga/tdln-80-chargeman-charge-phoenix-marin-izumi.html,https://www.giga-web.jp/db_titles/tdln/tdln80/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:43+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TDLN-9,TDLN-9,TDLN,official,スーパーヒロイン電マ２,2004-11-15,,,,https://www.giga-web.jp/product/index.php?product_id=2059,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TGGP-37,TGGP-37,TGGP,asiamonstr; gap,TGGP-37 Fighting Holy Princess Seira,,"June 29, 2014",,https://www.asiamonstr.com/giga/tggp-37-fighting-holy-princess-seira.html,https://www.giga-web.jp/db_titles/tggp/tggp37/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:44+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TGGP-38,TGGP-38,TGGP,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
TGGP-40,TGGP-40,TGGP,asiamonstr; gap,TGGP-40 Super Heroine,,"March 1, 2013",,https://www.asiamonstr.com/giga/tggp-40-super-heroine-hitomi-fujiwara.html,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,历史条目，状态待核实,外部或历史来源明确记载，但当前官方状态未获确认,仍需核实
TGGP-59,TGGP-59,TGGP,asiamonstr; gap,TGGP-59 Double Sailor Fighters039; Hard Tentacles Domination!,,"October 26, 2014",,https://www.asiamonstr.com/giga/tggp-59-double-sailor-fighters-hard-tentacles-domination-heroic-crystal-destruction-mai-miori-satomi-nomiya.html,https://www.giga-web.jp/db_titles/tggp/tggp59/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:45+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TGGP-62,TGGP-62,TGGP,asiamonstr; gap,TGGP-62 Heroine’s Pregnancy – Execution by Stomach Punching,,"October 17, 2014",,https://www.asiamonstr.com/giga/tggp-62-heroine-s-pregnancy-execution-by-stomach-punching.html,https://www.giga-web.jp/db_titles/tggp/tggp62/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:46+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TGGP-76,TGGP-76,TGGP,asiamonstr; gap,TGGP-76 Beautiful Brave Women Vehement Mask Gorgeous,,"November 3, 2015",,https://www.asiamonstr.com/giga/tggp-76-beautiful-brave-women-vehement-mask-gorgeous-mirei-yokoyama-emiri-takayama-rina-utimura.html,https://www.giga-web.jp/db_titles/tggp/tggp76/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:46+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TGGP-8,TGGP-08,TGGP,asiamonstr; gap,TGGP-08 Galaxy-Investigator Jasper,,"March 1, 2013",,https://www.asiamonstr.com/giga/tggp-08-galaxy-investigator-jasper.html,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,历史条目，状态待核实,外部或历史来源明确记载，但当前官方状态未获确认,仍需核实
TGGP-81,TGGP-81,TGGP,asiamonstr; gap,TGGP-81 Female fighter Incontinence Rape -Ryuka-,,"October 24, 2016",,https://www.asiamonstr.com/giga/tggp-81-female-fighter-incontinence-rape-ryuka-maki-hoshikawa.html,https://www.giga-web.jp/db_titles/tggp/tggp81/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:48+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TGGP-94,TGGP-94,TGGP,asiamonstr; gap,TGGP-94 Wonder Lady W -Inherited Power-,,"November 4, 2017",,https://www.asiamonstr.com/giga/tggp-94-wonder-lady-w-inherited-power-reina-shirogane-sumire-seto.html,https://www.giga-web.jp/db_titles/tggp/tggp94/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:48+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TGGP-95,TGGP-95,TGGP,asiamonstr; gap,TGGP-95 Beautiful Girl Fighter Sailor Knights,,"November 4, 2017",,https://www.asiamonstr.com/giga/tggp-95-beautiful-girl-fighter-sailor-knights-aya-sazanami-akari-mitani-haruna-ikoma-rina-utimura-shijimi.html,https://www.giga-web.jp/db_titles/tggp/tggp95/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:48+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TGHR-4,TGHR-04,TGHR,asiamonstr,TGHR-04 Superheroine Begins – Super Unit Fleet Gorzel Five Akane Mochida,,"June 29, 2013",,https://www.asiamonstr.com/giga/tghr-04.html,https://www.giga-web.jp/db_titles/tghr/tghr04/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:49+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TGS-1,TGS-01; TGS-1,TGS,asiamonstr; official,TGS-01 Erufu Princess Virgin of catching,2007-08-14,"September 9, 2017",,https://www.asiamonstr.com/giga/tgs-01-erufu-princess-virgin-of-catching-riku-shiina.html,https://www.giga-web.jp/product/index.php?product_id=2104,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TGS-2,TGS-02; TGS-2,TGS,asiamonstr; official,TGS-02 DESIRE IN THE DARK Sadistic Heroine,2007-09-14,"September 9, 2017",,https://www.asiamonstr.com/giga/tgs-02-desire-in-the-dark-sadistic-heroine-reiko-shimura-anri-hiramatsu.html,https://www.giga-web.jp/product/index.php?product_id=1362,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TGS-3,TGS-03; TGS-3,TGS,asiamonstr; official,TGS-03 Tanatos Play Heroine of Cyber-space,2007-11-09,"September 9, 2017",,https://www.asiamonstr.com/giga/tgs-03-tanatos-play-heroine-of-cyber-space-nana-saeki.html,https://www.giga-web.jp/product/index.php?product_id=1360,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
THH-1,THH-01; THH-1,THH,asiamonstr; official,THH-01 Super Heroine Domination,2004-04-30,"September 10, 2017",,https://www.asiamonstr.com/giga/thh-01-super-heroine-domination-manami-tsuruse.html,https://www.giga-web.jp/product/index.php?product_id=1886,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
THH-10,THH-10,THH,asiamonstr; official,THH-10 SUPER Heroine Domination 10,2007-09-14,"September 10, 2017",,https://www.asiamonstr.com/giga/thh-10-super-heroine-domination-10-tomoka-nozawa.html,https://www.giga-web.jp/product/index.php?product_id=1159,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
THH-11,THH-11,THH,asiamonstr; official,THH-11 SUPER Heroine Domination 11,2007-11-09,"September 10, 2017",,https://www.asiamonstr.com/giga/thh-11-super-heroine-domination-11-nana-saeki.html,https://www.giga-web.jp/product/index.php?product_id=1158,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
